artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Daniel Steinberg,Let Me Down - Tube & Berger Remix,375380,False,2014,32,0.846,0.571,5,-8.398,0,0.106,0.0662,0.63,0.059,0.7,118.999,deep-house
Hector Couto,Lost Keys,411755,False,2012,0,0.803,0.536,10,-9.586,0,0.074,0.000654,0.929,0.0531,0.653,122.003,deep-house
Dusky,Flo Jam,472256,False,2012,0,0.804,0.607,10,-12.38,0,0.067,0.000353,0.735,0.0746,0.285,122.995,house
Kölsch,Loreley - Original Mix,405125,False,2011,0,0.808,0.467,9,-8.688,0,0.156,0.271,6.97e-05,0.112,0.0312,128.076,deep-house
Sebastian Wojkowski,Dream,457440,False,2014,0,0.558,0.722,9,-6.505,0,0.14,0.000553,0.854,0.138,0.178,124.992,deep-house
DAVID AUGUST,Epikur,490725,False,2014,0,0.556,0.598,1,-11.109,1,0.0311,0.0122,0.905,0.269,0.142,117.989,deep-house
Jody Wisternoff,Out Of Reach - Alfred Taylor Remix,398772,False,2012,3,0.804,0.768,0,-9.315,1,0.0616,0.00211,0.91,0.0613,0.419,122.002,deep-house
Le Youth,C O O L - Radio Edit,214347,False,2013,52,0.735,0.759,1,-6.914,0,0.0449,0.0242,0.185,0.0966,0.77,109.982,edm house
Eelke Kleijn,Mistakes I've Made,209884,False,2014,0,0.787,0.738,7,-6.442,0,0.0391,0.00155,0.000285,0.556,0.955,120.026,deep-house
Sebastian Wojkowski,Do It Do It Do It,448000,False,2013,0,0.879,0.818,11,-5.749,0,0.0611,0.00333,0.897,0.0798,0.704,119.996,deep-house
Kraak & Smaak,The Future Is Yours,356677,False,2013,0,0.665,0.565,7,-8.17,0,0.0354,0.0024,0.0152,0.45,0.571,122.507,deep-house
Miguel Campbell,Something Special,285841,False,2012,33,0.961,0.266,0,-13.371,0,0.23,0.00234,0.00276,0.0928,0.354,123.012,deep-house
Vince Watson,Mystical Rhythm,354067,False,1999,11,0.539,0.696,9,-13.936,0,0.0421,0.0197,0.858,0.0999,0.61,126.088,techno
Gorgon City,Cycles,434551,False,2013,0,0.797,0.667,10,-8.762,0,0.0533,0.0103,0.867,0.0665,0.312,122.009,edm house
Disclosure,Control - Joe Goddard Remix,394019,False,2013,0,0.667,0.911,11,-7.457,0,0.0472,0.0988,0.565,0.409,0.458,125.973,pop edm house
De Hofnar,Vogelvlucht,401009,False,2013,44,0.833,0.78,10,-8.341,1,0.0669,0.00404,0.897,0.354,0.234,125.035,deep-house
Kyrill & Redford,Somebody to Love,344027,False,2013,0,0.848,0.387,6,-9.914,0,0.0445,0.0607,0.446,0.0691,0.349,118.004,deep-house
Amine Edge,Going to Heaven With the Goodie-Goodies,375049,False,2012,0,0.869,0.467,8,-7.846,1,0.0617,0.0832,0.118,0.0636,0.461,118.984,deep-house
Julio Bashmore,Ask Yourself,294480,False,2011,0,0.754,0.708,6,-6.215,1,0.0949,0.0485,0.172,0.101,0.484,125.945,deep-house
The Martinez Brothers,H 2 Da Izzo (Original Mix),397312,False,2012,0,0.809,0.893,11,-7.496,0,0.0574,0.000333,0.88,0.0764,0.213,121.997,deep-house
WEISS,The Guitar Man - Original Mix,335543,False,2014,20,0.865,0.594,6,-8.436,0,0.0684,0.00305,0.325,0.0795,0.494,121.995,house
Terrence Parker,Love's Got Me High - Jimpster Remix,394231,False,2011,13,0.701,0.713,9,-10.134,0,0.035,0.00707,0.225,0.083,0.497,122.982,deep-house
Climbers,Equal Responsibility,400251,False,2012,0,0.877,0.286,11,-10.899,1,0.0656,0.0195,0.768,0.0821,0.282,120.013,deep-house
Hot Chip,Night And Day - Dusky remix,383437,False,2012,0,0.8,0.875,7,-9.953,1,0.0496,0.000125,0.662,0.0686,0.397,126.01,deep-house
Dixon,CompuRhythm - Dixon 4/4 Treatment,491973,False,2012,0,0.822,0.523,10,-9.275,0,0.0531,0.000317,0.897,0.0659,0.468,125.0,deep-house
Daniel Steinberg,Joy & Happiness - Original Mix,364786,False,2012,0,0.887,0.442,11,-9.827,0,0.0911,0.000334,0.554,0.0946,0.873,123.017,deep-house
Peter & The Magician,On My Brain,281903,False,2013,20,0.789,0.841,10,-5.959,0,0.145,0.0272,0.00348,0.0425,0.882,123.008,deep-house
K-Paul,Que Toi - Airplay Mix,243474,False,2010,9,0.868,0.533,0,-9.98,1,0.11,0.0412,0.835,0.589,0.326,125.008,deep-house
Louie Fresco,New Hateration - MK Remix,456393,False,2013,0,0.887,0.567,1,-8.402,0,0.07,0.0226,0.242,0.0383,0.965,118.009,deep-house
Nora En Pure,You Are My Pride - Radio Mix,192828,False,2014,34,0.65,0.789,7,-3.649,1,0.147,0.412,0.0024,0.18,0.323,122.072,house
Florence + The Machine,Spectrum - Maya Jane Coles Remix,300573,False,2012,0,0.738,0.706,11,-5.119,0,0.0568,0.00341,0.0725,0.162,0.199,123.018,pop
Maya Jane Coles,Humming Bird - Original Club,370678,False,2011,0,0.803,0.791,8,-5.588,1,0.0416,0.0522,0.85,0.202,0.808,125.001,house
Lovebirds,Want You In My Soul,497522,False,2011,49,0.746,0.71,3,-5.22,0,0.0429,0.0614,0.000334,0.0677,0.441,121.023,deep-house
Yoko Duo,Close These Curtains - Stimming Remix,416173,False,2013,0,0.811,0.366,11,-14.884,0,0.0947,0.0274,0.104,0.0337,0.133,121.013,deep-house
Kris Menace,Waiting for You - Fingerpaint Remix,337156,False,2014,10,0.824,0.704,2,-7.139,0,0.117,0.0628,0.409,0.0997,0.393,113.981,deep-house
Jessie Ware,Running - Disclosure Remix,317738,False,2012,0,0.737,0.731,11,-7.7,0,0.195,0.0913,0.0267,0.888,0.411,125.028,pop
Booka Shade,Regenerate - Popof Remix,461166,False,2011,16,0.802,0.745,7,-8.766,1,0.0641,0.000791,0.906,0.681,0.0609,127.011,deep-house
Teenage Mutants,Out Of Time - Finnebassen Remix,476632,False,2012,17,0.86,0.361,9,-9.749,1,0.0413,0.0253,0.327,0.108,0.411,117.999,deep-house
Oliver Heldens,Gecko - Original Mix,282239,False,2014,0,0.795,0.729,11,-8.049,0,0.0679,0.0153,0.845,0.0615,0.26,125.033,edm house
AlunaGeorge,"Your Drums, Your Love - Duke Dumont Remix",342292,False,2012,0,0.57,0.764,1,-7.904,1,0.0392,0.344,0.0633,0.124,0.12,124.017,house
Minilogue,The Leopard Extrawelt Remix,418867,False,2007,0,0.774,0.625,8,-11.539,0,0.0787,0.281,0.874,0.106,0.217,125.006,deep-house
Tommy Vee,Life Goes On - Keller Mix,437766,False,2014,0,0.827,0.667,11,-7.277,0,0.194,0.0018,0.825,0.0795,0.4,125.009,deep-house
Real Connoisseur,Nobodys Fool - Original Mix,472258,False,2013,9,0.665,0.753,5,-8.73,0,0.0607,0.0762,0.717,0.582,0.071,124.005,deep-house
Tom Odell,Another Love - Zwette Edit,394573,False,2013,65,0.87,0.554,4,-5.828,0,0.0635,0.0802,0.0739,0.115,0.462,123.998,pop
Moritz Von Oswald,Ole (Remix),628040,False,2008,0,0.816,0.211,5,-18.026,1,0.103,0.295,0.904,0.266,0.423,118.0,deep-house
R.I.P Productions,Obsessed,390290,False,2011,26,0.943,0.819,11,-4.949,0,0.111,0.00293,0.402,0.0411,0.461,127.019,deep-house
Joris Delacroix,Maeva,509291,False,2009,0,0.803,0.655,9,-9.617,0,0.0406,0.004,0.896,0.061,0.303,127.016,deep-house
Finnebassen,Such a High,342222,False,2012,0,0.81,0.374,9,-7.533,0,0.0451,0.0036,0.597,0.058,0.582,117.984,deep-house
Paolo Rocco,People Say - Nic Fanciulli Remix,437919,False,2013,0,0.842,0.988,11,-9.727,1,0.0399,0.00105,0.793,0.114,0.647,123.994,deep-house
Joris Voorn,Ringo - Original,410664,False,2013,0,0.75,0.755,5,-9.044,0,0.051,0.039,0.906,0.203,0.73,121.994,deep-house
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165441,False,2014,67,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,edm house
Lee Foss,Electricity - Original Mix,335389,False,2013,32,0.893,0.258,5,-15.091,0,0.0431,0.00634,0.00393,0.0811,0.553,115.022,house
Luca C & Brigante,Flash of Light - Solomun Mix,489277,False,2012,32,0.817,0.387,5,-14.366,0,0.0484,0.0142,0.718,0.163,0.404,117.99,deep-house
Solomun,After Rain comes Sun,449074,False,2009,42,0.804,0.508,7,-8.434,1,0.0409,0.00218,0.881,0.0877,0.307,125.011,deep-house
The White Lamp,It's You - Ron Basejam Remix,478699,False,2012,0,0.867,0.401,0,-12.045,1,0.092,0.364,0.0187,0.0963,0.689,122.027,deep-house
Miguel Migs,So Far,278933,False,2007,34,0.789,0.664,0,-4.418,1,0.0565,0.00105,0.0068,0.0213,0.653,120.006,deep-house
Lexy & K-Paul,L.O.V.E. - SonneMondSterne Video Mix,231801,False,2013,15,0.745,0.577,1,-7.948,1,0.0407,0.054,0.775,0.32,0.312,124.989,deep-house
Kiesza,Giant In My Heart,269760,False,2014,0,0.806,0.586,4,-6.872,1,0.172,0.228,0.00281,0.263,0.368,122.921,deep-house
Lexer,My Princess,386500,False,2013,0,0.782,0.66,5,-8.38,0,0.042,0.0181,0.872,0.11,0.0814,120.025,deep-house
Fritz Kalkbrenner,Wes,436180,False,2012,0,0.719,0.712,6,-7.173,1,0.0764,0.00494,0.806,0.141,0.145,125.437,deep-house
JazzyFunk,Celebrate - Radio Mix,240000,False,2014,27,0.897,0.631,9,-6.641,0,0.057,0.362,0.0449,0.0954,0.424,120.0,deep-house
Ferreck Dawn,Love Too Deep - Original Mix,411148,False,2014,0,0.809,0.776,9,-9.579,0,0.0574,0.00118,0.755,0.0353,0.949,122.012,edm house
Waze & Odyssey,I Want You You You - Original Mix,296892,False,2012,24,0.855,0.513,1,-10.224,1,0.0616,0.00393,0.897,0.109,0.164,117.994,deep-house
Kollektiv Turmstrasse,Tristesse,548791,False,2009,13,0.799,0.681,9,-11.156,0,0.0593,0.00847,0.752,0.111,0.229,125.003,deep-house
Morenas,Somnambulism,356083,False,2011,0,0.749,0.83,6,-9.318,1,0.065,0.00964,0.931,0.0704,0.182,122.056,deep-house
The Magician,When the Night Is Over (Claptone Remix) [feat. Newtimers],433680,False,2013,36,0.894,0.534,7,-6.959,0,0.0536,0.0127,0.0942,0.0479,0.789,120.018,edm house
Melba Moore,This Is It,209987,False,2008,13,0.797,0.737,2,-8.459,1,0.0542,0.443,0.0,0.314,0.957,119.891,funk disco
Maxine Nightingale,Right Back Where We Started From - 1994 Remaster,190733,False,2008,0,0.688,0.676,5,-5.425,1,0.038,0.58,0.00361,0.483,0.933,148.026,disco
Stacy Lattisaw,Jump to the Beat,320040,False,1980,48,0.778,0.818,5,-9.526,0,0.0461,0.178,0.000639,0.0647,0.921,119.04,disco
"Jimmy ""Bo"" Horne","Spank - 12 "" Version",418800,False,2010,42,0.782,0.601,5,-11.234,1,0.0526,0.00356,0.00561,0.0466,0.842,118.077,disco
Starship,Nothing's Gonna Stop Us Now,270333,False,1987,0,0.643,0.801,6,-4.921,1,0.0228,0.0298,0.0,0.0719,0.534,95.988,disco
ABBA,Dancing Queen,231093,False,2008,0,0.512,0.933,9,-4.343,1,0.0504,0.177,0.00129,0.573,0.71,100.543,disco
Mike Posner,Cooler Than Me - Single Mix,214760,False,2010,52,0.767,0.824,7,-4.558,0,0.0479,0.174,0.0,0.357,0.623,129.96,pop edm
The Wake,Melancholy Man,442093,False,2011,0,0.386,0.906,9,-5.973,0,0.0412,0.0014,0.269,0.299,0.623,159.223,disco
Gloria Gaynor,I Will Survive - Single Version,197507,False,2004,0,0.765,0.805,9,-7.706,0,0.0758,0.0783,0.00546,0.337,0.612,115.907,disco
Albin Johnsén,Din soldat,199133,False,2014,0,0.741,0.916,9,-2.47,1,0.185,0.174,0.0,0.514,0.79,130.05,disco
Timoteij,Kom,180120,False,2010,35,0.604,0.919,11,-2.944,0,0.0478,0.00829,5.2e-05,0.419,0.75,100.008,disco
Kool & The Gang,Fresh,213213,False,2008,0,0.883,0.513,11,-9.91,0,0.0361,0.0201,0.0439,0.0286,0.899,117.755,funk disco soul
Alcazar,Stay The Night,182267,False,2009,44,0.521,0.708,6,-14.749,1,0.054,7.37e-05,0.000364,0.0701,0.696,135.005,disco
Lady Gaga,Just Dance,241933,False,2009,0,0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95e-05,0.19,0.679,119.002,pop
Boney M.,Sunny,242240,False,1976,67,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,disco
Gnarls Barkley,Crazy,177466,False,2006,74,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,disco
Jessie J,Bang Bang,199373,False,2014,54,0.707,0.752,0,-4.401,0,0.0885,0.269,0.0,0.377,0.724,150.061,pop
Randy Crawford,Street Life,256613,False,1997,57,0.658,0.756,10,-8.751,0,0.0456,0.0904,0.00747,0.188,0.811,107.415,disco soul
Veronica Maggio,Jag kommer,204853,False,2011,34,0.566,0.869,3,-6.443,1,0.0716,0.00429,1.43e-05,0.126,0.865,151.068,disco
Gotye,Somebody That I Used To Know,244973,False,2011,75,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,disco
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,False,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,pop
Alcazar,Crying at the Discoteque - Radio Edit,230840,False,2009,0,0.693,0.927,9,-5.079,0,0.0458,0.0539,0.0,0.121,0.937,138.025,disco
"Earth, Wind & Fire",In the Stone - Edit,264933,False,1992,0,0.647,0.722,4,-9.857,1,0.0461,0.117,0.00043,0.0675,0.755,114.532,funk disco soul
Lou Bega,Mambo No. 5 (A Little Bit of...),219600,False,2002,0,0.607,0.802,5,-6.849,0,0.403,0.107,0.0,0.305,0.901,174.201,disco
People's Choice,Jam Jam Jam (All Night Long),219187,False,2005,0,0.749,0.746,7,-7.473,0,0.0425,0.0588,0.00171,0.143,0.931,118.453,disco
Ice Mc,Think About the Way,260973,False,1994,60,0.764,0.713,2,-8.9,0,0.0311,0.128,0.00058,0.145,0.67,132.993,disco
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),291293,False,1987,0,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,pop
The Pointer Sisters,Jump (For My Love) - Single Remix,254400,False,2007,41,0.853,0.925,10,-3.461,0,0.0989,0.153,2.32e-05,0.361,0.831,134.524,disco
Marvin Gaye,Sexual Healing,239800,False,2009,49,0.799,0.602,0,-9.714,0,0.061,0.117,0.000267,0.0658,0.717,94.333,funk soul
Aretha Franklin,Think,138720,False,2007,52,0.69,0.75,6,-6.449,1,0.0442,0.374,0.0,0.603,0.905,110.102,soul
Michael Jackson,Wanna Be Startin' Somethin',362387,False,2009,41,0.848,0.922,6,-4.203,0,0.0426,0.0209,0.361,0.058,0.884,122.224,pop soul
Clean Bandit,Rather Be (feat. Jess Glynne),227833,False,2014,72,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,pop edm
Tiësto,Wasted,188371,False,2014,0,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,trance pop edm house
Bill Medley,(I've Had) The Time of My Life,289680,False,1987,0,0.697,0.665,6,-12.907,0,0.0412,0.0476,0.00665,0.0796,0.485,108.535,disco
Yandar & Yostin,ES31J1200101,172387,False,2012,0,0.865,0.625,9,-6.816,1,0.141,0.0681,0.0,0.0716,0.94,96.038,disco
Kool & The Gang,Get Down On It,213427,False,2000,0,0.889,0.646,7,-6.366,1,0.0668,0.195,3.19e-05,0.0502,0.966,110.842,funk disco soul
Albatraoz,Albatraoz,190040,True,2013,50,0.903,0.731,8,-5.101,1,0.101,0.271,0.0,0.0699,0.798,127.813,disco
September,Party In My Head,257853,False,2011,0,0.642,0.862,0,-3.827,0,0.0429,0.103,0.0,0.792,0.765,130.058,disco
Pitbull,Hotel Room Service,238507,False,2009,63,0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,pop
The Emotions,Best of My Love,219933,False,1996,54,0.764,0.57,0,-11.361,1,0.0348,0.45,0.362,0.0812,0.972,115.376,funk disco soul
Ivana Spagna,Call Me,238453,False,2010,46,0.691,0.731,7,-10.842,1,0.0317,0.0121,0.0,0.0887,0.961,113.039,disco
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,False,2014,64,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,pop edm
Bee Gees,Tragedy,305320,False,1979,0,0.667,0.602,2,-8.307,1,0.0268,0.0804,0.00771,0.282,0.778,117.967,disco
Taio Cruz,Hangover,244507,False,2011,0,0.604,0.888,0,-3.282,0,0.0454,0.00868,0.0,0.117,0.635,128.032,pop
KC & The Sunshine Band,Boogie Shoes - 45 Version,130813,False,1976,34,0.93,0.802,4,-10.5,1,0.0545,0.502,0.182,0.0795,0.972,119.559,funk disco soul
The Jacksons,Shake Your Body (Down to the Ground),477240,False,2004,40,0.828,0.716,0,-6.418,1,0.0621,0.0351,0.000156,0.342,0.848,117.642,funk disco soul
Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,225360,False,1997,0,0.731,0.853,10,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,108.016,disco
Lipps Inc.,Funky Town,239253,False,2009,2,0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,disco
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258343,False,2012,81,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,pop
David Guetta,When Love Takes Over (feat. Kelly Rowland),189000,False,2009,62,0.658,0.863,11,-4.64,1,0.0255,0.0144,0.000193,0.2,0.496,129.972,pop edm
The Jackson 5,ABC,179973,False,1995,0,0.559,0.752,8,-10.046,1,0.0581,0.448,0.00061,0.0907,0.946,187.712,soul
Daniel Adams-Ray,Gubben i lådan,231013,False,2010,40,0.459,0.629,10,-5.492,1,0.0277,0.00548,0.0,0.35,0.562,84.935,disco
Kings of Leon,Sex on Fire,203347,False,2008,80,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,rock
Village People,Ymca,284867,True,2002,0,0.715,0.951,6,-6.488,1,0.132,0.152,0.0,0.302,0.671,126.643,disco
Lady Gaga,Born This Way,260253,False,2011,43,0.587,0.828,11,-5.105,1,0.149,0.00364,0.0,0.327,0.519,123.884,pop
Rihanna,We Found Love,215760,False,2011,0,0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,pop
Martin Garrix,Animals - Radio Edit,176120,False,2013,0,0.589,0.923,1,-5.461,1,0.0353,0.00118,0.338,0.071,0.0378,128.041,pop edm
Dada Life,Kick Out The Epic Motherf**ker - Radio Edit,207600,True,2012,31,0.551,0.862,4,-5.815,1,0.0574,0.00136,0.000135,0.153,0.214,128.013,edm
The O'Jays,I Love Music,409933,False,1972,0,0.643,0.862,0,-7.009,0,0.0461,0.0557,6.42e-05,0.23,0.928,127.602,funk disco soul
The Love Unlimited Orchestra,Love's Theme,247373,False,1988,0,0.57,0.551,2,-12.715,1,0.0341,0.00195,0.846,0.202,0.656,96.993,disco
FO&O,Build A Girl,185000,False,2013,0,0.811,0.716,2,-5.016,1,0.0869,0.0044,0.0,0.312,0.775,105.999,disco
Dr. Alban,Sing Hallelujah!,240933,False,1992,0,0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0167,0.131,0.94,124.713,disco
Kool & The Gang,Celebration,279867,False,2008,0,0.61,0.859,1,-7.446,1,0.0895,0.0939,5.27e-06,0.352,0.626,123.122,funk disco soul
Whitney Houston,How Will I Know,275533,False,1985,70,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,pop
Katy Perry,Hot N Cold,223227,False,2008,48,0.702,0.839,7,-3.992,1,0.0439,8.1e-05,0.0,0.072,0.856,132.007,pop
DVBBS,Tsunami - Radio Edit,186360,False,2013,0,0.65,0.923,11,-3.666,0,0.0531,0.00948,0.758,0.232,0.388,128.079,pop edm
Guru Josh Project,Infinity 2008,190013,False,2011,1,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999,disco
Parliament,Give Up The Funk (Tear The Roof Off The Sucker),345933,False,2005,0,0.758,0.729,9,-9.638,1,0.0387,0.0905,3.55e-05,0.124,0.91,105.727,funk soul
Havana Brown,We Run The Night,228200,True,2011,0,0.687,0.866,9,-4.346,0,0.16,0.00768,0.0,0.37,0.682,127.001,disco
Aqua,Doctor Jones,201933,False,2009,0,0.67,0.948,0,-4.28,0,0.07,0.0664,1.25e-05,0.0422,0.489,139.98,disco
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,disco
CHIC,"Good Times - Original 12"" Mix",486867,False,2007,26,0.869,0.452,2,-14.448,1,0.046,0.152,0.0115,0.0672,0.934,112.663,funk disco soul
Loona,Vamos a la Playa,185051,False,2010,0,0.705,0.966,9,-4.875,1,0.0473,0.0912,0.0,0.351,0.841,131.015,disco
INNA,Hot - Play & Win Radio Version,216333,False,2010,0,0.819,0.945,7,-5.074,0,0.326,0.083,0.154,0.603,0.468,128.031,disco
Tacabro,Tacatà - Radio Edit,210000,False,2012,47,0.812,0.857,4,-6.034,1,0.103,0.0083,0.0,0.354,0.651,126.951,disco
David Guetta,Crank It Up (feat. Akon),192667,False,2012,47,0.725,0.879,11,-3.336,0,0.0551,0.0119,3.5e-05,0.367,0.638,128.03,pop edm
Beyoncé,Single Ladies (Put a Ring on It),193213,False,2008,67,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,pop
Danny Saucedo,Amazing,181267,False,2012,42,0.544,0.903,8,-4.705,1,0.0432,0.000437,0.0,0.395,0.443,128.052,disco
Marvin Gaye,I Heard It Through The Grapevine,195267,False,1969,0,0.729,0.324,8,-13.017,0,0.0393,0.195,0.0,0.101,0.679,116.855,funk soul
Avicii,Addicted To You,148387,False,2013,0,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,pop edm
Change,The Glow of Love (feat. Luther Vandross),371667,False,1989,0,0.725,0.627,4,-13.752,0,0.0955,0.438,2.38e-05,0.0898,0.84,118.018,funk disco
Contiez,Trumpsta - Djuro Remix,258520,True,2013,47,0.973,0.589,1,-7.014,1,0.236,0.00208,0.319,0.276,0.201,128.006,disco
Pitbull,Get It Started (feat. Shakira),245920,False,2012,39,0.693,0.849,1,-3.259,0,0.189,0.0668,0.0,0.69,0.599,128.971,pop
Eddie Kendricks,Date With The Rain,161387,False,2005,0,0.535,0.791,9,-10.299,1,0.155,0.302,0.0,0.148,0.528,123.277,funk disco soul
Flo Rida,I Cry,223800,False,2012,60,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,pop
The Wanted,Glad You Came,198467,False,2011,0,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,pop
Manian,Welcome To The Club,192400,False,2011,0,0.553,0.988,0,-5.882,1,0.0564,0.0251,0.000826,0.305,0.134,151.977,disco
Madonna,Into the Groove,285093,False,2009,64,0.729,0.856,10,-4.164,0,0.035,0.0658,0.00832,0.0691,0.804,116.467,pop
Kim Carnes,Bette Davis Eyes,224693,False,2007,64,0.659,0.541,5,-7.919,1,0.0272,0.0174,0.0,0.198,0.56,116.685,disco
Usher,DJ Got Us Fallin' In Love,222160,False,2010,0,0.666,0.878,7,-2.85,0,0.0973,0.03,0.0,0.0828,0.669,119.932,pop
Ini Kamoze,Here Comes the Hotstepper,249067,False,2010,0,0.882,0.456,7,-9.163,1,0.188,0.0178,0.000186,0.127,0.452,100.362,dub reggae
"Earth, Wind & Fire",September,214827,False,1992,1,0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,funk disco soul
Michael Jackson,Thriller - Single Version,314533,False,2005,0,0.775,0.815,11,-5.639,1,0.0477,0.0934,3.4e-05,0.256,0.835,118.402,pop soul
David Guetta,Sunshine,360960,False,2012,51,0.59,0.8,1,-5.044,0,0.0437,0.00064,0.902,0.0512,0.219,127.994,pop edm
Heatwave,Boogie Nights - Single Version,215360,False,2010,34,0.666,0.715,0,-7.935,1,0.045,0.112,1.7e-06,0.118,0.739,119.634,funk disco soul
Madonna,Vogue,316813,False,2009,65,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,pop
Skrillex,Scary Monsters and Nice Sprites,243354,False,2010,58,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,edm
will.i.am,Scream & Shout,284413,True,2012,0,0.79,0.616,0,-7.443,1,0.0596,0.0589,6.55e-05,0.171,0.473,130.009,pop
Beyoncé,Crazy In Love (feat. Jay-Z),236133,False,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,pop
Eric Saade,Popular,180347,False,2011,0,0.528,0.965,9,-3.743,1,0.0988,0.000597,0.0,0.1,0.526,125.014,disco
The Qemists,Stompbox - Spor Remix,343813,True,2007,37,0.387,0.992,7,-3.373,1,0.448,0.000122,0.844,0.34,0.31,172.02,drum-and-bass
Grafix,Night Shift,323293,False,2010,0,0.38,0.955,3,-3.573,0,0.0841,0.0169,0.231,0.106,0.675,173.919,drum-and-bass
Netsky,We Can Only Live Today (Puppy) - Original,204308,False,2012,0,0.671,0.8,0,-2.769,1,0.0882,0.0843,0.0,0.15,0.809,127.961,drum-and-bass
Camo,Terra,298367,False,2010,0,0.405,0.962,2,-4.395,1,0.0492,0.000414,0.914,0.139,0.293,174.978,drum-and-bass
Misanthrop,What's Wrong,335390,False,2011,0,0.608,0.796,0,-3.23,1,0.16,0.0261,0.93,0.144,0.0855,171.99,drum-and-bass
NERO,Electron - Original Mix,281520,False,2010,0,0.541,0.979,11,-3.016,0,0.139,0.000111,0.34,0.791,0.689,174.097,edm
Makoto,Untold,370645,False,2009,0,0.515,0.932,11,-4.84,0,0.084,0.000247,0.318,0.111,0.821,175.056,drum-and-bass
Maduk,Ghost Assassin - Original Mix,221625,False,2012,50,0.483,0.923,7,-4.477,1,0.0475,0.00809,4.06e-05,0.0929,0.0798,176.001,drum-and-bass
Noisia,Red Heat,207693,False,2010,19,0.731,0.977,1,-5.073,1,0.296,0.0155,0.283,0.602,0.392,127.994,breakbeat
InContext,Just Believe - Original Mix,339429,False,2010,0,0.396,0.8,4,-6.046,0,0.0429,0.000693,0.802,0.109,0.405,175.013,drum-and-bass
Tantrum Desire,Reach (Push The Feeling),298221,False,2011,0,0.484,0.913,1,-4.144,1,0.0536,0.000225,0.0135,0.345,0.152,174.969,drum-and-bass
